,experiment count,level,index,model,prompting,scenario file path,log file path,success,generating time,video path
0,1,1,1,o4-mini,ltm,../../src/esmini/20250607_044559_o4-mini_ltm_01-01_01.xosc,../../src/logs/20250607_044559_gpt_cot_gpt_ltm/log_20250607_044559_o4-mini_ltm_01-01_01_success.txt,True,4.576322,../../src/logs/20250607_044559_gpt_cot_gpt_ltm/100m앞낙석이발생하는상황_01_01_01.mp4
1,1,1,2,o4-mini,ltm,../../src/esmini/20250607_044559_o4-mini_ltm_01-01_02.xosc,../../src/logs/20250607_044559_gpt_cot_gpt_ltm/log_20250607_044559_o4-mini_ltm_01_01_02_fail.txt,False,4.689528,
2,1,1,3,o4-mini,ltm,../../src/esmini/20250607_044559_o4-mini_ltm_01-01_03.xosc,../../src/logs/20250607_044559_gpt_cot_gpt_ltm/log_20250607_044559_o4-mini_ltm_01_01_03_fail.txt,False,6.042532,
3,1,1,4,o4-mini,ltm,../../src/esmini/20250607_044559_o4-mini_ltm_01-01_04.xosc,../../src/logs/20250607_044559_gpt_cot_gpt_ltm/log_20250607_044559_o4-mini_ltm_01_01_04_fail.txt,False,8.779689,
4,1,1,5,o4-mini,ltm,../../src/esmini/20250607_044559_o4-mini_ltm_01-01_05.xosc,../../src/logs/20250607_044559_gpt_cot_gpt_ltm/log_20250607_044559_o4-mini_ltm_01_01_05_fail.txt,False,14.707511,
5,1,1,6,o4-mini,ltm,../../src/esmini/20250607_044559_o4-mini_ltm_01-01_06.xosc,../../src/logs/20250607_044559_gpt_cot_gpt_ltm/log_20250607_044559_o4-mini_ltm_01_01_06_fail.txt,False,4.190921,
6,1,1,7,o4-mini,ltm,../../src/esmini/20250607_044559_o4-mini_ltm_01-01_07.xosc,../../src/logs/20250607_044559_gpt_cot_gpt_ltm/log_20250607_044559_o4-mini_ltm_01-01_07_success.txt,True,6.557762,../../src/logs/20250607_044559_gpt_cot_gpt_ltm/도로중간에블랙아이스가존재하는상황_01_01_07.mp4
7,1,1,8,o4-mini,ltm,../../src/esmini/20250607_044559_o4-mini_ltm_01-01_08.xosc,../../src/logs/20250607_044559_gpt_cot_gpt_ltm/log_20250607_044559_o4-mini_ltm_01-01_08_success.txt,True,9.713489,../../src/logs/20250607_044559_gpt_cot_gpt_ltm/중앙선넘어반대편차선에서차량이주행하는상황_01_01_08.mp4
8,1,1,9,o4-mini,ltm,../../src/esmini/20250607_044559_o4-mini_ltm_01-01_09.xosc,../../src/logs/20250607_044559_gpt_cot_gpt_ltm/log_20250607_044559_o4-mini_ltm_01-01_09_success.txt,True,9.58879,../../src/logs/20250607_044559_gpt_cot_gpt_ltm/하나의차선에서바리케이드쳐져있는상황_01_01_09.mp4
9,1,1,10,o4-mini,ltm,../../src/esmini/20250607_044559_o4-mini_ltm_01-01_10.xosc,../../src/logs/20250607_044559_gpt_cot_gpt_ltm/log_20250607_044559_o4-mini_ltm_01_01_10_fail.txt,False,9.872234,
