,experiment count,level,index,model,prompting,scenario file path,log file path,success,generating time,video path
0,1,1,1,o4-mini,ltm,../../src/esmini/gen_20250608_172748_o4-mini_ltm_01_01_01.xosc,../../src/logs/20250608_172748_gpt_ltm/log_20250608_172748_o4-mini_ltm_01_01_01_fail.txt,False,5.370298,
1,1,1,2,o4-mini,ltm,../../src/esmini/gen_20250608_172748_o4-mini_ltm_01_01_02.xosc,../../src/logs/20250608_172748_gpt_ltm/log_20250608_172748_o4-mini_ltm_01_01_02_fail.txt,False,6.430184,
2,1,1,3,o4-mini,ltm,../../src/esmini/gen_20250608_172748_o4-mini_ltm_01_01_03.xosc,../../src/logs/20250608_172748_gpt_ltm/log_20250608_172748_o4-mini_ltm_01_01_03_fail.txt,False,5.452924,
3,1,1,4,o4-mini,ltm,../../src/esmini/gen_20250608_172748_o4-mini_ltm_01_01_04.xosc,../../src/logs/20250608_172748_gpt_ltm/log_20250608_172748_o4-mini_ltm_01_01_04_fail.txt,False,4.452382,
4,1,1,5,o4-mini,ltm,../../src/esmini/gen_20250608_172748_o4-mini_ltm_01_01_05.xosc,../../src/logs/20250608_172748_gpt_ltm/log_20250608_172748_o4-mini_ltm_01_01_05_success.txt,True,31.285637,../../src/logs/20250608_172748_gpt_ltm/2초뒤부터뒷차량이내차보다고속주행하는상황_01_01_05.mp4
5,1,1,6,o4-mini,ltm,../../src/esmini/gen_20250608_172748_o4-mini_ltm_01_01_06.xosc,../../src/logs/20250608_172748_gpt_ltm/log_20250608_172748_o4-mini_ltm_01_01_06_fail.txt,False,6.211884,
6,1,1,7,o4-mini,ltm,../../src/esmini/gen_20250608_172748_o4-mini_ltm_01_01_07.xosc,../../src/logs/20250608_172748_gpt_ltm/log_20250608_172748_o4-mini_ltm_01_01_07_fail.txt,False,7.617449,
7,1,1,8,o4-mini,ltm,../../src/esmini/gen_20250608_172748_o4-mini_ltm_01_01_08.xosc,../../src/logs/20250608_172748_gpt_ltm/log_20250608_172748_o4-mini_ltm_01_01_08_fail.txt,False,5.951618,
8,1,1,9,o4-mini,ltm,../../src/esmini/gen_20250608_172748_o4-mini_ltm_01_01_09.xosc,../../src/logs/20250608_172748_gpt_ltm/log_20250608_172748_o4-mini_ltm_01_01_09_fail.txt,False,11.501308,
9,1,1,10,o4-mini,ltm,../../src/esmini/gen_20250608_172748_o4-mini_ltm_01_01_10.xosc,../../src/logs/20250608_172748_gpt_ltm/log_20250608_172748_o4-mini_ltm_01_01_10_success.txt,True,6.890346,../../src/logs/20250608_172748_gpt_ltm/사고난차량이정차되어있는상황_01_01_10.mp4
10,1,2,1,o4-mini,ltm,../../src/esmini/gen_20250608_172748_o4-mini_ltm_01_02_01.xosc,../../src/logs/20250608_172748_gpt_ltm/log_20250608_172748_o4-mini_ltm_01_02_01_fail.txt,False,7.450541,
11,1,2,2,o4-mini,ltm,../../src/esmini/gen_20250608_172748_o4-mini_ltm_01_02_02.xosc,../../src/logs/20250608_172748_gpt_ltm/log_20250608_172748_o4-mini_ltm_01_02_02_fail.txt,False,7.453669,
12,1,2,3,o4-mini,ltm,../../src/esmini/gen_20250608_172748_o4-mini_ltm_01_02_03.xosc,../../src/logs/20250608_172748_gpt_ltm/log_20250608_172748_o4-mini_ltm_01_02_03_success.txt,True,8.10642,../../src/logs/20250608_172748_gpt_ltm/눈으로인해도로위장애물존재상황_01_02_03.mp4
13,1,2,4,o4-mini,ltm,../../src/esmini/gen_20250608_172748_o4-mini_ltm_01_02_04.xosc,../../src/logs/20250608_172748_gpt_ltm/log_20250608_172748_o4-mini_ltm_01_02_04_fail.txt,False,4.249672,
